t,seq,frame_age_ms,round,hold,cued_label,cued_name,phase,hand_detected,bbox_area,delta_s,svm_label,svm_name,svm_prob,svm_margin,rule_raw,rule_name,rule_conf,fb_stable_count,battery
1789909248.3578587,8484,3.0,4,31,0,CENTER,hold,1,0.07347123,-0.001159,,,,,CENTER,CENTER,0.5,47,92.0
1789909248.465242,8486,8.84,4,31,0,CENTER,hold,1,0.07350849,0.000507,,,,,CENTER,CENTER,0.5,48,92.0
1789909248.5275397,8488,6.95,4,31,0,CENTER,hold,1,0.07358143,0.000992,,,,,CENTER,CENTER,0.5,49,92.0
1789909248.621667,8490,4.02,4,31,0,CENTER,hold,1,0.07380853,0.003086,,,,,CENTER,CENTER,0.5,50,92.0
1789909248.6994336,8492,13.23,4,31,0,CENTER,hold,1,0.07395676,0.002008,,,,,CENTER,CENTER,0.5,50,92.0
1789909248.791721,8494,4.97,4,31,0,CENTER,hold,1,0.07424217,0.003859,,,,,CENTER,CENTER,0.5,50,92.0
1789909248.8544796,8496,0.96,4,31,0,CENTER,hold,1,0.07424847,8.5e-05,,,,,CENTER,CENTER,0.5,50,92.0
1789909248.9617348,8498,6.98,4,31,0,CENTER,hold,1,0.07420823,-0.000542,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.02275,8500,2.77,4,31,0,CENTER,hold,1,0.0742438,0.000479,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.131607,8502,10.5,4,31,0,CENTER,hold,1,0.07417819,-0.000884,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.1935134,8504,7.2,4,31,0,CENTER,hold,1,0.07422818,0.000674,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.2707932,8506,5.08,4,31,0,CENTER,hold,1,0.07419098,-0.000501,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.3649414,8508,11.0,4,31,0,CENTER,hold,1,0.07412109,-0.000942,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.457802,8510,5.66,4,31,0,CENTER,hold,1,0.07401642,-0.001412,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.5365376,8512,15.57,4,31,0,CENTER,hold,1,0.07404676,0.00041,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.6291976,8514,8.03,4,31,0,CENTER,hold,1,0.07407151,0.000334,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.691837,8516,6.31,4,31,0,CENTER,hold,1,0.07401338,-0.000785,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.8007548,8518,12.32,4,31,0,CENTER,hold,1,0.07378655,-0.003065,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.8614395,8520,9.76,4,31,0,CENTER,hold,1,0.07365261,-0.001815,,,,,CENTER,CENTER,0.5,50,92.0
1789909249.954753,8522,4.02,4,31,0,CENTER,hold,1,0.07374509,0.001256,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.0329344,8524,10.3,4,31,0,CENTER,hold,1,0.07383906,0.001274,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.124498,8526,1.03,4,31,0,CENTER,hold,1,0.07389548,0.000764,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.2012608,8528,14.0,4,31,0,CENTER,hold,1,0.07385226,-0.000585,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.277994,8530,13.21,4,31,0,CENTER,hold,1,0.07383206,-0.000273,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.3570082,8532,4.99,4,31,0,CENTER,hold,1,0.07359775,-0.003174,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.4658246,8534,13.14,4,31,0,CENTER,hold,1,0.07339302,-0.002782,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.527885,8536,7.09,4,31,0,CENTER,hold,1,0.07333695,-0.000764,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.6365507,8538,14.12,4,31,0,CENTER,hold,1,0.07329588,-0.00056,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.6984773,8540,12.43,4,31,0,CENTER,hold,1,0.07328682,-0.000124,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.793696,8542,7.04,4,31,0,CENTER,hold,1,0.07328734,7e-06,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.869142,8544,14.96,4,31,0,CENTER,hold,1,0.07298725,-0.004095,,,,,CENTER,CENTER,0.5,50,92.0
1789909250.9621017,8546,5.54,4,31,0,CENTER,hold,1,0.07282511,-0.002221,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.0250995,8548,2.96,4,31,0,CENTER,hold,1,0.07269956,-0.001724,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.1313233,8550,11.25,4,31,0,CENTER,hold,1,0.07264283,-0.00078,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.193143,8552,4.68,4,31,0,CENTER,hold,1,0.07256274,-0.001103,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.2693834,8554,5.03,4,31,0,CENTER,hold,1,0.07270356,0.001941,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.3619485,8556,5.14,4,31,0,CENTER,hold,1,0.07283291,0.001779,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.455921,8558,1.0,4,31,0,CENTER,hold,1,0.07303367,0.002756,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.5331671,8560,13.16,4,31,0,CENTER,hold,1,0.07303899,7.3e-05,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.6271589,8562,8.34,4,31,0,CENTER,hold,1,0.07316022,0.00166,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.688818,8564,1.0,4,31,0,CENTER,hold,1,0.07324005,0.001091,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.796649,8566,8.21,4,31,0,CENTER,hold,1,0.0731488,-0.001246,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.8584309,8568,2.84,4,31,0,CENTER,hold,1,0.07322656,0.001063,,,,,CENTER,CENTER,0.5,50,92.0
1789909251.9674828,8570,12.28,4,31,0,CENTER,hold,1,0.0732615,0.000477,,,,,CENTER,CENTER,0.5,50,92.0
1789909252.0290318,8572,8.72,4,31,0,CENTER,hold,1,0.07345028,0.002577,,,,,CENTER,CENTER,0.5,50,92.0
1789909252.1359508,8574,5.97,4,31,0,CENTER,hold,1,0.07346709,0.000229,,,,,CENTER,CENTER,0.5,50,92.0
1789909252.1992497,8576,13.17,4,31,0,CENTER,hold,1,0.07348992,0.000311,,,,,CENTER,CENTER,0.5,50,92.0
1789909252.2754426,8578,11.64,4,31,0,CENTER,hold,1,0.07347796,-0.000163,,,,,CENTER,CENTER,0.5,50,92.0
1789909252.3705976,8580,14.06,4,31,0,CENTER,hold,1,0.07362735,0.002033,,,,,CENTER,CENTER,0.5,50,92.0
1789909252.4618673,8582,9.45,4,31,0,CENTER,hold,1,0.0738277,0.002721,,,,,CENTER,CENTER,0.5,50,92.0
1789909257.5293167,8704,5.96,4,32,3,UP,hold,1,0.08830634,0.002977,,,,,UP,UP,0.9952,46,92.0
1789909257.637132,8706,14.22,4,32,3,UP,hold,1,0.08837428,0.000769,,,,,UP,UP,0.9948,47,92.0
1789909257.6997473,8708,11.45,4,32,3,UP,hold,1,0.08842354,0.000557,,,,,UP,UP,0.9946,48,92.0
1789909257.7934506,8710,5.01,4,32,3,UP,hold,1,0.08862837,0.002316,,,,,UP,UP,0.9958,49,92.0
1789909257.8560667,8712,2.96,4,32,3,UP,hold,1,0.08873519,0.001205,,,,,UP,UP,0.9971,50,92.0
1789909257.964098,8714,5.98,4,32,3,UP,hold,1,0.08906207,0.003684,,,,,UP,UP,0.9961,50,92.0
1789909258.024985,8716,5.13,4,32,3,UP,hold,1,0.08954662,0.005441,,,,,UP,UP,0.994,50,92.0
1789909258.1336973,8718,11.82,4,32,3,UP,hold,1,0.09014642,0.006698,,,,,UP,UP,0.9925,50,92.0
1789909258.1959887,8720,11.12,4,32,3,UP,hold,1,0.09062102,0.005265,,,,,UP,UP,0.9924,50,92.0
1789909258.2734237,8722,8.99,4,32,3,UP,hold,1,0.09083103,0.002317,,,,,UP,UP,0.9916,50,92.0
1789909258.3650904,8724,12.97,4,32,3,UP,hold,1,0.09101158,0.001988,,,,,UP,UP,0.9926,50,92.0
1789909258.4573884,8726,4.1,4,32,3,UP,hold,1,0.09120678,0.002145,,,,,UP,UP,0.9934,50,92.0
1789909258.534838,8728,14.13,4,32,3,UP,hold,1,0.09162612,0.004598,,,,,UP,UP,0.9926,50,92.0
1789909258.6304278,8730,9.06,4,32,3,UP,hold,1,0.09200778,0.004165,,,,,UP,UP,0.9914,50,92.0
1789909258.6910498,8732,6.97,4,32,3,UP,hold,1,0.09193666,-0.000773,,,,,UP,UP,0.9906,50,92.0
1789909258.7992887,8734,11.2,4,32,3,UP,hold,1,0.09195419,0.000191,,,,,UP,UP,0.9919,50,92.0
1789909258.8616338,8736,7.0,4,32,3,UP,hold,1,0.09194622,-8.7e-05,,,,,UP,UP,0.9929,50,92.0
1789909258.9701293,8738,16.05,4,32,3,UP,hold,1,0.09181292,-0.00145,,,,,UP,UP,0.9922,50,92.0
1789909259.0295818,8740,9.12,4,32,3,UP,hold,1,0.09184504,0.00035,,,,,UP,UP,0.9919,50,92.0
1789909259.1229932,8742,1.0,4,32,3,UP,hold,1,0.09188569,0.000443,,,,,UP,UP,0.9916,50,92.0
1789909259.2006598,8744,14.24,4,32,3,UP,hold,1,0.09174023,-0.001583,,,,,UP,UP,0.9929,50,92.0
1789909259.2754781,8746,10.49,4,32,3,UP,hold,1,0.09145174,-0.003145,,,,,UP,UP,0.9932,50,92.0
1789909259.3692229,8748,15.04,4,32,3,UP,hold,1,0.09145581,4.5e-05,,,,,UP,UP,0.9927,50,92.0
1789909259.4599423,8750,7.14,4,32,3,UP,hold,1,0.09167607,0.002408,,,,,UP,UP,0.9925,50,92.0
1789909259.5384378,8752,15.24,4,32,3,UP,hold,1,0.09229243,0.006723,,,,,UP,UP,0.9942,50,92.0
1789909259.6305852,8754,11.08,4,32,3,UP,hold,1,0.092761,0.005077,,,,,UP,UP,0.9931,50,92.0
1789909259.6916406,8756,6.08,4,32,3,UP,hold,1,0.09336758,0.006539,,,,,UP,UP,0.994,50,92.0
1789909259.8005893,8758,14.38,4,32,3,UP,hold,1,0.09406622,0.007483,,,,,UP,UP,0.9921,50,92.0
1789909259.8638933,8760,12.12,4,32,3,UP,hold,1,0.0944801,0.0044,,,,,UP,UP,0.9916,50,92.0
1789909259.9561307,8762,1.0,4,32,3,UP,hold,1,0.09472348,0.002576,,,,,UP,UP,0.9911,50,92.0
1789909260.0343266,8764,14.96,4,32,3,UP,hold,1,0.0948021,0.00083,,,,,UP,UP,0.9914,50,92.0
1789909260.1282806,8766,8.64,4,32,3,UP,hold,1,0.0947786,-0.000248,,,,,UP,UP,0.9909,50,92.0
1789909260.1888287,8768,3.13,4,32,3,UP,hold,1,0.09461944,-0.001679,,,,,UP,UP,0.9911,50,92.0
1789909260.265703,8770,1.03,4,32,3,UP,hold,1,0.09432564,-0.003105,,,,,UP,UP,0.9919,50,92.0
1789909260.3589013,8772,4.75,4,32,3,UP,hold,1,0.0939393,-0.004096,,,,,UP,UP,0.9916,50,92.0
1789909260.464645,8774,10.18,4,32,3,UP,hold,1,0.09352431,-0.004418,,,,,UP,UP,0.9913,50,92.0
1789909260.5255365,8776,4.03,4,32,3,UP,hold,1,0.09338899,-0.001447,,,,,UP,UP,0.9911,50,92.0
1789909260.6347468,8778,14.1,4,32,3,UP,hold,1,0.09313149,-0.002757,,,,,UP,UP,0.9909,50,92.0
1789909260.695458,8780,8.57,4,32,3,UP,hold,1,0.09293848,-0.002072,,,,,UP,UP,0.9911,50,92.0
1789909260.804358,8782,15.41,4,32,3,UP,hold,1,0.09260773,-0.003559,,,,,UP,UP,0.9928,50,92.0
1789909260.8646567,8784,9.99,4,32,3,UP,hold,1,0.09298586,0.004083,,,,,UP,UP,0.9921,50,92.0
1789909260.957498,8786,2.99,4,32,3,UP,hold,1,0.09311055,0.001341,,,,,UP,UP,0.9911,50,92.0
1789909261.033411,8788,13.85,4,32,3,UP,hold,1,0.09320595,0.001025,,,,,UP,UP,0.9916,50,92.0
1789909261.1262221,8790,4.81,4,32,3,UP,hold,1,0.09331534,0.001174,,,,,UP,UP,0.9911,50,92.0
1789909261.1879563,8792,2.07,4,32,3,UP,hold,1,0.09357185,0.002749,,,,,UP,UP,0.9914,50,92.0
1789909261.2809792,8794,15.94,4,32,3,UP,hold,1,0.09390487,0.003559,,,,,UP,UP,0.9909,50,92.0
1789909261.3580067,8796,7.11,4,32,3,UP,hold,1,0.09406839,0.001741,,,,,UP,UP,0.9908,50,92.0
1789909261.4189973,8798,1.0,4,32,3,UP,hold,1,0.09442126,0.003751,,,,,UP,UP,0.9914,50,92.0
1789909261.527529,8800,8.42,4,32,3,UP,hold,1,0.09466812,0.002615,,,,,UP,UP,0.9913,50,92.0
1789909261.5897,8802,3.2,4,32,3,UP,hold,1,0.09486716,0.002102,,,,,UP,UP,0.9921,50,92.0
1789909261.69977,8804,14.28,4,32,3,UP,hold,1,0.09490839,0.000435,,,,,UP,UP,0.9925,50,92.0
1789909261.7608786,8806,8.08,4,32,3,UP,hold,1,0.09478562,-0.001294,,,,,UP,UP,0.9917,50,92.0
1789909261.8677013,8808,13.96,4,32,3,UP,hold,1,0.09468742,-0.001036,,,,,UP,UP,0.9924,50,92.0
1789909261.9297588,8810,8.06,4,32,3,UP,hold,1,0.09469587,8.9e-05,,,,,UP,UP,0.9927,50,92.0
1789909262.0219216,8812,2.07,4,32,3,UP,hold,1,0.09456283,-0.001405,,,,,UP,UP,0.9927,50,92.0
1789909262.0993483,8814,11.46,4,32,3,UP,hold,1,0.09446021,-0.001085,,,,,UP,UP,0.9915,50,92.0
1789909262.1921892,8816,3.09,4,32,3,UP,hold,1,0.09437955,-0.000854,,,,,UP,UP,0.9918,50,92.0
1789909262.269343,8818,14.24,4,32,3,UP,hold,1,0.09441718,0.000399,,,,,UP,UP,0.9916,50,92.0
1789909262.3615463,8820,8.31,4,32,3,UP,hold,1,0.0945497,0.001404,,,,,UP,UP,0.992,50,92.0
1789909262.4227762,8822,2.95,4,32,3,UP,hold,1,0.09463762,0.00093,,,,,UP,UP,0.9921,50,92.0
1789909262.5315866,8824,12.22,4,32,3,UP,hold,1,0.09487603,0.002519,,,,,UP,UP,0.9934,50,92.0
1789909262.5912745,8826,4.08,4,32,3,UP,hold,1,0.09490399,0.000295,,,,,UP,UP,0.9933,50,92.0
1789909262.699609,8828,10.22,4,32,3,UP,hold,1,0.09454493,-0.003783,,,,,UP,UP,0.9945,50,92.0
1789909262.7607925,8830,6.58,4,32,3,UP,hold,1,0.09421536,-0.003486,,,,,UP,UP,0.9964,50,92.0
1789909262.8556166,8832,2.0,4,32,3,UP,hold,1,0.09417097,-0.000471,,,,,UP,UP,0.9973,50,92.0
1789909262.9321449,8834,13.05,4,32,3,UP,hold,1,0.0942445,0.000781,,,,,UP,UP,0.9974,50,92.0
1789909263.0242047,8836,1.0,4,32,3,UP,hold,1,0.09424968,5.5e-05,,,,,UP,UP,0.998,50,92.0
1789909263.1017888,8838,13.31,4,32,3,UP,hold,1,0.09387262,-0.004001,,,,,UP,UP,0.9971,50,92.0
1789909263.1934466,8840,5.47,4,32,3,UP,hold,1,0.09364965,-0.002375,,,,,UP,UP,0.9968,50,92.0
1789909263.254645,8842,1.03,4,32,3,UP,hold,1,0.09365172,2.2e-05,,,,,UP,UP,0.9956,50,92.0
1789909263.3630605,8844,3.99,4,32,3,UP,hold,1,0.0936075,-0.000472,,,,,UP,UP,0.9957,50,92.0
1789909263.423475,8846,4.08,4,32,3,UP,hold,1,0.09372386,0.001243,,,,,UP,UP,0.9964,50,92.0
1789909268.5337358,8968,13.23,4,33,6,BACK,hold,1,0.23787927,0.009506,,,,,UP,UP,0.947,25,91.0
1789909268.595089,8970,9.43,4,33,6,BACK,hold,1,0.23964331,0.007416,,,,,UP,UP,0.9482,26,91.0
1789909268.6884325,8972,0.0,4,33,6,BACK,hold,1,0.24076571,0.004684,,,,,UP,UP,0.949,27,91.0
1789909268.766791,8974,10.74,4,33,6,BACK,hold,1,0.24185678,0.004532,,,,,UP,UP,0.9503,28,91.0
1789909268.857915,8976,2.04,4,33,6,BACK,hold,1,0.24328284,0.005896,,,,,UP,UP,0.9499,29,91.0
1789909268.934897,8978,13.41,4,33,6,BACK,hold,1,0.24471905,0.005903,,,,,UP,UP,0.9498,30,91.0
1789909269.0274856,8980,2.56,4,33,6,BACK,hold,1,0.24530469,0.002393,,,,,UP,UP,0.9492,31,91.0
1789909269.1045437,8982,13.89,4,33,6,BACK,hold,1,0.24588251,0.002356,,,,,UP,UP,0.9501,32,91.0
1789909269.1990137,8984,8.98,4,33,6,BACK,hold,1,0.24660617,0.002943,,,,,UP,UP,0.9523,33,91.0
1789909269.258635,8986,3.4,4,33,6,BACK,hold,1,0.24792752,0.005358,,,,,UP,UP,0.9532,34,91.0
1789909269.3671067,8988,7.78,4,33,6,BACK,hold,1,0.24902158,0.004413,,,,,UP,UP,0.9538,35,91.0
1789909269.4294736,8990,7.33,4,33,6,BACK,hold,1,0.2484696,-0.002217,,,,,UP,UP,0.9515,36,91.0
1789909269.5232387,8992,2.03,4,33,6,BACK,hold,1,0.23752627,-0.044043,,,,,UP,UP,0.94,37,91.0
1789909269.6003044,8994,13.29,4,33,6,BACK,hold,1,0.21761251,-0.083838,,,,,UP,UP,0.9256,38,91.0
1789909269.6930943,8996,2.0,4,33,6,BACK,hold,1,0.19001881,-0.126802,,,,,UP,UP,0.9093,39,91.0
1789909269.7683718,8998,13.08,4,33,6,BACK,hold,1,0.16442,-0.134717,,,,,UP,UP,0.901,40,91.0
1789909269.8607845,9000,4.33,4,33,6,BACK,hold,1,0.13839128,-0.158306,,,,,UP,UP,0.8773,41,91.0
1789909269.938633,9002,13.02,4,33,6,BACK,hold,1,0.11665786,-0.157043,,,,,UP,UP,0.8507,42,91.0
1789909270.0312138,9004,6.41,4,33,6,BACK,hold,1,0.09618234,-0.175518,,,,,UP,UP,0.8218,43,91.0
1789909270.0923967,9006,4.18,4,33,6,BACK,hold,1,0.08086247,-0.15928,,,,,UP,UP,0.7958,44,91.0
1789909270.1996462,9008,12.94,4,33,6,BACK,hold,1,0.06845113,-0.153487,,,,,UP,UP,0.7691,45,91.0
1789909270.261925,9010,6.32,4,33,6,BACK,hold,1,0.05907743,-0.13694,,,,,UP,UP,0.7476,46,91.0
1789909270.3694236,9012,13.2,4,33,6,BACK,hold,1,0.05163454,-0.125985,,,,,UP,UP,0.7283,47,91.0
1789909270.4308906,9014,10.43,4,33,6,BACK,hold,1,0.04634004,-0.102538,,,,,UP,UP,0.7128,48,91.0
1789909270.5224333,9016,3.06,4,33,6,BACK,hold,1,0.04146095,-0.105289,,,,,CENTER,CENTER,0.5,1,91.0
1789909270.5989025,9018,12.4,4,33,6,BACK,hold,1,0.03744884,-0.096768,,,,,CENTER,CENTER,0.5,2,91.0
1789909270.6917,9020,1.02,4,33,6,BACK,hold,1,0.03338295,-0.108572,,,,,CENTER,CENTER,0.5,3,91.0
1789909270.7705705,9022,14.28,4,33,6,BACK,hold,1,0.02904692,-0.129888,,,,,CENTER,CENTER,0.5,4,91.0
1789909270.8630228,9024,2.08,4,33,6,BACK,hold,1,0.02352231,-0.190196,,,,,BACK,CENTER,0.6471,1,91.0
1789909270.9258068,9026,1.99,4,33,6,BACK,hold,1,0.01887119,-0.197733,,,,,BACK,BACK,0.6344,2,91.0
1789909271.0318468,9028,7.45,4,33,6,BACK,hold,1,0.01503482,-0.203292,,,,,BACK,BACK,0.6071,3,91.0
1789909271.0932128,9030,4.16,4,33,6,BACK,hold,1,0.01223066,-0.186511,,,,,BACK,BACK,0.5822,4,91.0
1789909271.2013962,9032,7.6,4,33,6,BACK,hold,0,,,,,,,,,,4,91.0
1789909271.26137,9034,2.39,4,33,6,BACK,hold,1,0.00871661,-0.287315,,,,,BACK,BACK,0.5449,5,91.0
1789909271.3710666,9036,14.19,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909271.4306934,9038,9.32,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909271.5245209,9040,2.99,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909271.6023142,9042,14.51,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909271.6954846,9044,4.45,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909271.7711263,9046,11.14,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909271.86572,9048,7.01,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909271.926558,9050,6.02,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909272.0335443,9052,10.23,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909272.0952454,9054,6.61,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909272.2042038,9056,12.57,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909272.3580384,9060,2.04,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909272.435908,9062,14.04,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909272.5296972,9064,4.99,4,33,6,BACK,hold,0,,,,,,,,,,5,91.0
1789909272.5918107,9066,2.05,4,33,6,BACK,hold,1,0.05684494,5.521449,,,,,FORWARD,CENTER,0.6019,1,91.0
1789909272.7005546,9068,10.14,4,33,6,BACK,hold,1,0.12297849,1.163403,,,,,UP-FORWARD,UP,0.7428,1,91.0
1789909272.7614589,9070,4.11,4,33,6,BACK,hold,1,0.17599637,0.431115,,,,,UP-FORWARD,UP-FORWARD,0.8276,2,91.0
1789909272.8699644,9072,12.72,4,33,6,BACK,hold,1,0.21820161,0.239807,,,,,UP-FORWARD,UP-FORWARD,0.9424,3,91.0
1789909272.931779,9074,10.15,4,33,6,BACK,hold,1,0.23044196,0.056097,,,,,UP,UP,1.0,1,91.0
1789909273.0265367,9076,1.0,4,33,6,BACK,hold,1,0.21492924,-0.067317,,,,,UP,UP,1.0,2,91.0
1789909273.10353,9078,13.99,4,33,6,BACK,hold,1,0.19568574,-0.089534,,,,,UP,UP,0.9994,3,91.0
1789909273.1955006,9080,2.83,4,33,6,BACK,hold,1,0.17141094,-0.12405,,,,,UP,UP,0.9746,4,91.0
1789909273.2582352,9082,2.07,4,33,6,BACK,hold,1,0.14402638,-0.15976,,,,,UP,UP,0.924,5,91.0
1789909273.3643672,9084,7.5,4,33,6,BACK,hold,1,0.11515337,-0.20047,,,,,UP-BACK,UP,0.8638,1,91.0
1789909273.4284008,9086,9.75,4,33,6,BACK,hold,1,0.09412835,-0.182583,,,,,UP-BACK,UP-BACK,0.8225,2,91.0
1789909273.5363095,9088,14.34,4,33,6,BACK,hold,1,0.07590159,-0.193637,,,,,UP-BACK,UP-BACK,0.7859,3,91.0
1789909273.598778,9090,12.76,4,33,6,BACK,hold,1,0.0619433,-0.1839,,,,,UP-BACK,UP-BACK,0.7557,4,91.0
1789909273.693482,9092,3.03,4,33,6,BACK,hold,1,0.05066559,-0.182065,,,,,UP-BACK,UP-BACK,0.7285,5,91.0
1789909273.7689562,9094,12.11,4,33,6,BACK,hold,1,0.04158907,-0.179146,,,,,UP,UP,0.7078,1,91.0
1789909273.8611581,9096,1.99,4,33,6,BACK,hold,1,0.03279149,-0.211536,,,,,BACK,CENTER,0.6788,1,91.0
1789909273.9394164,9098,14.72,4,33,6,BACK,hold,1,0.02586486,-0.211233,,,,,BACK,BACK,0.6611,2,91.0
1789909274.032949,9100,5.98,4,33,6,BACK,hold,1,0.02144964,-0.170703,,,,,CENTER,CENTER,0.5,1,91.0
1789909274.0938172,9102,3.01,4,33,6,BACK,hold,1,0.01873062,-0.126763,,,,,CENTER,CENTER,0.5,2,91.0
1789909274.202395,9104,13.46,4,33,6,BACK,hold,1,0.01093638,-0.416123,,,,,BACK,CENTER,0.5817,1,91.0
1789909274.2640302,9106,5.52,4,33,6,BACK,hold,0,,,,,,,,,,1,91.0
1789909274.3569908,9108,2.02,4,33,6,BACK,hold,1,0.00665695,-0.391302,,,,,BACK,BACK,0.5469,2,91.0
1789909274.4338398,9110,13.1,4,33,6,BACK,hold,0,,,,,,,,,,2,91.0
1789909279.5975568,9234,9.21,4,34,4,DOWN,hold,1,0.0899232,0.04407,,,,,DOWN,DOWN,1.0,17,91.0
1789909279.6598868,9236,5.55,4,34,4,DOWN,hold,1,0.09398925,0.045217,,,,,DOWN,DOWN,1.0,18,91.0
1789909279.7675438,9238,13.35,4,34,4,DOWN,hold,1,0.09449805,0.005413,,,,,DOWN,DOWN,1.0,19,91.0
1789909279.8294623,9240,8.99,4,34,4,DOWN,hold,1,0.09577196,0.013481,,,,,DOWN,DOWN,1.0,20,91.0
1789909279.923219,9242,1.0,4,34,4,DOWN,hold,1,0.09666336,0.009307,,,,,DOWN,DOWN,1.0,21,91.0
1789909279.9998717,9244,10.99,4,34,4,DOWN,hold,1,0.09946237,0.028956,,,,,DOWN,DOWN,1.0,22,91.0
1789909280.0925813,9246,4.16,4,34,4,DOWN,hold,1,0.1002989,0.00841,,,,,DOWN,DOWN,1.0,23,91.0
1789909280.157374,9248,3.79,4,34,4,DOWN,hold,1,0.10186162,0.015581,,,,,DOWN,DOWN,1.0,24,91.0
1789909280.3289328,9252,9.17,4,34,4,DOWN,hold,1,0.10293932,0.01058,,,,,DOWN,DOWN,1.0,25,91.0
1789909280.4198406,9254,1.0,4,34,4,DOWN,hold,1,0.10422533,0.012493,,,,,DOWN,DOWN,1.0,26,91.0
1789909280.496463,9256,12.48,4,34,4,DOWN,hold,1,0.10268303,-0.014798,,,,,DOWN,DOWN,1.0,27,91.0
1789909280.5900943,9258,2.96,4,34,4,DOWN,hold,1,0.10361562,0.009082,,,,,DOWN,DOWN,1.0,28,91.0
1789909280.666202,9260,12.62,4,34,4,DOWN,hold,1,0.10497914,0.013159,,,,,DOWN,DOWN,1.0,29,91.0
1789909280.7603312,9262,7.08,4,34,4,DOWN,hold,1,0.10607566,0.010445,,,,,DOWN,DOWN,1.0,30,91.0
1789909280.8220265,9264,4.08,4,34,4,DOWN,hold,1,0.10442644,-0.015548,,,,,DOWN,DOWN,1.0,31,91.0
1789909280.931208,9266,14.51,4,34,4,DOWN,hold,1,0.10260191,-0.017472,,,,,DOWN,DOWN,1.0,32,91.0
1789909280.9920151,9268,4.85,4,34,4,DOWN,hold,1,0.1018941,-0.006899,,,,,DOWN,DOWN,1.0,33,91.0
1789909281.0999525,9270,12.4,4,34,4,DOWN,hold,1,0.10233315,0.004309,,,,,DOWN,DOWN,1.0,34,91.0
1789909281.1614099,9272,8.7,4,34,4,DOWN,hold,1,0.10357065,0.012093,,,,,DOWN,DOWN,1.0,35,91.0
1789909281.2547903,9274,1.04,4,34,4,DOWN,hold,1,0.10403258,0.00446,,,,,DOWN,DOWN,1.0,36,91.0
1789909281.3324714,9276,10.2,4,34,4,DOWN,hold,1,0.10326252,-0.007402,,,,,DOWN,DOWN,1.0,37,91.0
1789909281.424036,9278,4.08,4,34,4,DOWN,hold,1,0.1030354,-0.002199,,,,,DOWN,DOWN,1.0,38,91.0
1789909281.4867184,9280,1.0,4,34,4,DOWN,hold,1,0.1030718,0.000353,,,,,DOWN,DOWN,1.0,39,91.0
1789909281.5962427,9282,10.27,4,34,4,DOWN,hold,1,0.1024025,-0.006494,,,,,DOWN,DOWN,1.0,40,91.0
1789909281.6585073,9284,5.81,4,34,4,DOWN,hold,1,0.10262271,0.00215,,,,,DOWN,DOWN,1.0,41,91.0
1789909281.76573,9286,12.37,4,34,4,DOWN,hold,1,0.10211527,-0.004945,,,,,DOWN,DOWN,1.0,42,91.0
